7000 17148 
405 4578 -1
405 2537 1
405 6934 -1
406 3932 -1
406 6161 1
406 6254 -1
406 3299 -1
407 1159 1
407 3009 1
407 3422 1
407 4252 1
407 990 -1
407 5051 1
407 4280 -1
407 909 1
408 3495 -1
408 2047 1
408 2504 1
409 4373 -1
409 6199 -1
409 2645 1
409 853 -1
409 997 -1
409 3186 -1
410 4466 1
410 6889 -1
411 2597 -1
411 4396 1
411 5293 1
412 3590 -1
412 841 -1
412 6875 -1
412 6412 1
412 3307 1
412 1343 1
412 2766 1
412 2462 1
412 3098 -1
413 3105 -1
413 2558 1
413 766 1
414 1052 1
414 2196 -1
414 1806 -1
414 4249 -1
414 850 -1
415 2627 1
415 3135 -1
416 2763 -1
416 6970 1
416 6631 -1
416 1276 -1
416 872 -1
417 1400 1
417 3279 1
417 1292 -1
417 1204 1
417 2907 -1
417 2363 1
418 5961 -1
418 5774 1
419 5223 1
419 5628 1
419 2222 1
419 5099 -1
419 3619 1
419 6832 1
419 4271 1
420 3011 1
420 6734 -1
421 3946 -1
421 4000 -1
421 732 1
421 5022 1
421 6618 1
422 5123 -1
422 880 -1
422 553 1
422 3167 -1
422 3516 -1
423 5989 -1
423 5779 1
423 2078 1
423 6871 1
424 1177 1
424 886 1
424 4778 -1
424 3728 1
424 2937 1
425 1573 1
425 5476 -1
425 1702 -1
425 518 1
425 1153 1
425 4211 1
425 3237 -1
425 3321 1
425 6432 -1
426 5482 -1
426 4548 1
426 3446 -1
426 3175 -1
427 1642 1
427 5033 -1
428 560 -1
428 6864 1
428 4259 -1
428 812 -1
428 684 1
428 5393 1
428 925 -1
429 5106 -1
429 5497 -1
429 5784 -1
429 4859 1
430 6788 1
430 4655 1
430 432 1
430 548 -1
430 6553 1
430 4951 -1
430 3405 -1
431 3517 -1
431 6773 1
431 1730 -1
431 4677 1
431 1650 1
431 2980 -1
431 2535 1
432 1182 1
432 2623 -1
432 6335 -1
432 2913 -1
432 2666 -1
433 2656 -1
433 2806 1
433 2773 1
433 4154 -1
433 3738 1
434 4164 -1
434 3860 1
434 4753 -1
434 4491 -1
434 3084 -1
435 6090 -1
435 4427 -1
435 2912 -1
435 6466 1
435 436 -1
435 4365 -1
435 1545 -1
435 1877 -1
435 2964 -1
436 3347 -1
436 4296 1
436 6627 1
436 1912 -1
437 1181 -1
437 2545 1
437 6194 1
437 6788 -1
438 6949 1
438 5705 -1
438 1616 1
439 2079 -1
439 1590 -1
439 2178 1
440 2684 1
440 5430 1
441 1951 -1
441 5533 -1
441 1869 -1
441 3110 1
441 6024 1
441 4186 -1
442 6859 1
442 5889 -1
442 6491 -1
442 6971 -1
442 6392 1
443 1879 -1
443 4782 1
443 6804 1
443 1663 1
443 4868 1
444 4230 1
444 6380 -1
445 2296 -1
445 4885 1
445 458 -1
446 4323 1
446 2981 -1
447 1464 1
447 1764 -1
447 1253 1
447 5844 -1
448 6346 1
448 1890 1
448 5546 -1
448 4207 1
448 2238 1
448 5969 -1
448 2119 -1
448 4941 1
449 6584 1
449 3803 -1
449 4896 1
449 3932 -1
449 683 -1
449 939 -1
450 2858 -1
450 1215 -1
450 5457 1
450 1328 -1
451 2926 -1
451 4788 1
452 1640 1
452 2144 1
452 2967 1
452 1617 1
452 2577 1
452 5927 1
452 6784 -1
452 3717 1
452 4831 1
453 4573 -1
453 2742 1
453 1273 1
453 3167 1
453 6135 -1
454 6690 1
454 3895 -1
454 3879 -1
455 2056 1
455 5410 1
456 506 -1
457 558 1
457 5717 1
457 4176 1
458 4432 1
458 6764 -1
458 5019 1
459 3029 -1
459 3011 1
459 5444 1
459 3501 -1
459 2844 -1
460 2877 -1
460 5206 -1
460 3565 -1
460 2296 1
460 2914 1
461 1050 -1
461 2482 -1
461 957 1
461 5460 -1
461 6307 1
462 1555 1
463 3090 1
463 5974 1
463 6597 -1
464 2114 1
464 1331 1
464 4107 -1
464 903 1
464 578 -1
465 5783 1
465 4954 -1
465 4504 -1
465 5223 1
465 719 -1
465 5666 1
465 6288 -1
466 1176 1
466 883 1
467 4609 -1
467 2186 1
467 1383 -1
467 4990 -1
467 1757 1
468 6387 1
468 3421 1
468 2432 -1
469 1245 -1
470 793 -1
470 4242 -1
470 4272 1
470 6902 -1
470 3601 1
471 4723 -1
471 6463 1
471 858 1
471 6322 -1
472 5552 1
472 5085 1
472 6567 -1
472 585 1
472 856 -1
472 5113 -1
472 4850 1
473 1871 -1
473 6556 1
473 3757 -1
473 5937 1
473 5507 -1
473 5183 -1
473 6217 -1
474 2255 -1
474 5644 -1
474 2360 1
474 5219 1
474 2456 -1
475 2697 1
475 3308 -1
475 2450 1
475 3459 -1
475 6908 -1
475 6024 -1
475 4337 1
476 5731 1
476 5949 1
476 3433 1
476 6090 1
476 5636 1
476 4797 1
476 5369 1
476 1513 -1
476 6202 1
477 2377 -1
477 3584 1
478 2036 1
478 3355 -1
478 1554 -1
478 6081 -1
478 6731 1
478 5989 1
479 5153 -1
479 6132 1
479 3657 -1
479 1112 -1
479 6908 1
480 2707 1
480 3361 1
480 2398 -1
480 2294 1
481 4657 -1
481 3630 1
481 5542 1
481 4117 -1
481 1341 1
482 4963 1
482 4686 1
482 3253 1
482 2854 -1
483 5750 1
483 1556 1
484 2305 -1
484 1028 -1
484 3683 -1
484 5561 -1
484 5730 -1
484 6626 1
485 5394 -1
485 1369 1
485 3356 1
485 757 1
485 3876 1
486 764 1
486 1690 1
486 2107 1
486 1280 -1
486 2462 -1
486 1238 -1
487 646 -1
487 4634 -1
487 2154 -1
487 5750 -1
487 5620 -1
487 2146 -1
488 553 1
488 2979 1
489 4030 -1
489 6493 1
489 2462 -1
489 6581 -1
490 2466 1
490 5428 -1
490 4610 1
490 3747 -1
491 4516 -1
491 5336 1
491 6626 -1
491 1424 1
491 4413 -1
491 6638 -1
492 3610 -1
492 1224 -1
492 3067 1
492 6973 1
492 3773 1
492 6190 1
492 5591 1
492 2520 1
493 4657 -1
493 3776 -1
493 3502 -1
493 6063 -1
493 3515 -1
494 2028 1
494 5328 -1
494 5674 -1
494 2555 1
494 1314 -1
495 4158 1
495 6594 -1
495 2073 1
495 4548 -1
495 3586 1
495 4074 -1
495 1465 1
496 6334 1
496 5344 -1
496 4200 1
496 670 1
496 992 1
496 5739 1
497 4181 1
497 3495 1
497 3906 -1
497 4811 -1
498 652 -1
498 780 -1
498 1623 1
498 3827 1
499 4466 1
499 5561 1
499 6101 -1
499 3015 1
499 2513 -1
500 5444 1
500 5037 1
500 1493 1
500 6118 1
500 5464 -1
501 624 -1
501 1496 1
502 6290 -1
502 2840 -1
502 5678 -1
503 5892 1
503 3467 1
503 6922 1
504 2706 -1
504 1197 -1
504 3563 -1
504 5327 -1
504 2459 1
504 4800 1
504 3551 -1
505 4864 -1
505 5947 -1
505 2419 -1
505 2561 -1
505 4119 1
505 5016 -1
505 6134 1
506 4119 -1
506 6367 -1
506 6034 -1
506 560 -1
506 2024 -1
506 1464 -1
506 521 -1
507 5235 -1
507 6941 1
507 3026 -1
507 5389 1
507 3807 -1
507 4943 1
507 4635 -1
507 5508 -1
507 2666 1
507 2312 1
508 1835 -1
508 2918 1
508 1189 1
508 3642 1
508 4913 1
509 6072 1
509 5496 -1
509 5236 1
510 5134 -1
510 3391 1
510 920 -1
510 5036 1
510 1483 -1
510 4279 1
510 1194 -1
511 5667 -1
511 2157 1
511 3073 1
511 6617 1
511 676 -1
511 6859 1
511 1228 1
511 941 -1
511 6326 -1
512 6728 -1
512 5387 1
513 5054 1
513 5454 1
513 2758 -1
513 2055 -1
513 5151 1
514 1392 -1
514 2146 -1
514 5152 -1
514 5110 -1
514 3623 -1
514 4891 1
515 6857 -1
515 4032 1
515 3788 1
515 6957 -1
516 2999 1
516 555 -1
516 4095 -1
517 776 1
517 4505 -1
517 765 1
517 1326 1
518 2634 -1
518 1339 1
518 3115 1
519 5077 1
519 739 1
519 1798 -1
519 558 1
520 4915 1
520 4978 -1
520 6270 1
520 5285 -1
521 1706 1
521 3433 -1
521 4016 -1
521 4954 1
522 3357 1
522 3317 -1
522 769 1
523 1648 -1
523 2656 -1
524 4489 1
524 1164 -1
525 1789 -1
525 2517 1
525 2902 1
525 6444 1
525 6412 -1
525 2890 1
526 823 1
526 1206 1
527 5226 -1
527 1853 1
527 3739 1
527 683 -1
528 6697 1
528 6561 -1
528 3523 1
528 4380 -1
529 3662 -1
529 5260 1
529 6039 1
529 2175 1
529 4010 1
530 3640 -1
530 6460 -1
530 6568 1
530 3696 1
530 3469 -1
530 1383 1
530 3710 -1
531 884 -1
531 665 -1
531 4735 1
532 2509 -1
532 2296 -1
532 6546 -1
532 2149 -1
533 844 1
533 2205 1
533 3322 -1
534 6816 -1
534 4175 -1
534 3069 -1
534 2147 -1
535 1776 -1
535 1297 -1
535 5597 -1
535 2194 1
535 5131 1
535 1861 -1
535 2899 -1
536 1991 -1
536 3845 -1
536 3130 -1
536 1940 -1
536 6813 1
536 2281 1
536 3935 1
537 1787 1
537 1187 -1
537 1398 1
537 6549 -1
537 4119 -1
538 2836 1
538 6506 -1
538 2263 1
539 3072 1
539 6866 -1
539 6762 1
539 6821 -1
539 724 1
540 5344 1
540 3960 1
540 3587 1
540 6896 1
540 4457 -1
541 2532 1
541 4003 -1
541 4501 -1
542 1133 -1
543 4111 -1
543 2975 -1
543 2404 -1
543 2626 -1
543 2993 -1
544 4550 1
544 3428 -1
544 4824 1
545 1636 -1
545 1811 1
546 4173 1
546 6900 1
547 5771 1
547 2268 1
547 6638 -1
547 3278 -1
547 3318 1
548 1459 1
548 5175 -1
548 5028 -1
548 4172 1
548 1881 1
549 2810 -1
549 1340 -1
549 6736 1
549 4078 1
549 4115 -1
550 1729 1
550 1531 -1
550 3681 1
550 2417 -1
551 4569 -1
552 4891 -1
552 5972 1
553 5199 1
553 2063 1
554 3017 -1
554 842 -1
554 1010 -1
554 2550 -1
554 5241 1
555 5996 1
555 5852 -1
555 1625 -1
556 6737 1
556 6297 1
556 6317 1
557 3192 1
557 5192 1
557 3978 1
557 3997 -1
557 2543 1
557 2969 -1
557 6092 1
557 3646 1
557 1666 1
558 5775 -1
558 1639 -1
558 5399 1
558 3431 1
558 6711 1
559 3288 1
559 1029 1
560 1712 -1
560 3444 -1
560 1536 -1
561 2326 -1
561 4251 -1
561 1996 1
561 5835 1
561 1133 -1
561 6081 1
561 2226 1
561 4655 1
562 2687 1
562 884 1
562 2852 -1
563 2442 1
563 6037 -1
564 2623 1
564 4625 -1
564 5711 -1
564 2209 1
564 6161 1
565 1300 -1
565 3659 1
565 5089 -1
565 4031 -1
565 6093 1
566 1190 1
566 3827 1
566 3048 1
566 4243 -1
566 5030 1
567 1129 -1
567 4036 -1
567 4374 -1
567 6761 1
568 3315 1
568 2463 -1
568 1375 1
568 5675 1
569 1263 -1
569 3848 -1
569 1814 1
569 5969 -1
569 1645 -1
569 5525 1
569 4285 1
569 1722 1
570 6620 1
570 3587 -1
570 6139 1
570 2711 1
570 2896 1
571 6273 1
571 5017 1
571 2385 -1
572 5185 -1
572 3851 1
572 3937 -1
572 1335 -1
572 753 -1
572 1230 -1
572 4108 1
572 3745 -1
572 4132 1
572 4214 1
573 4802 -1
573 6270 -1
574 3714 -1
574 1141 -1
574 2082 -1
574 5633 1
574 3190 -1
574 2548 -1
574 4368 1
574 4022 -1
575 1106 -1
575 3905 -1
575 1134 -1
575 5803 1
575 3153 -1
576 5799 1
576 6843 -1
576 5933 -1
576 2842 -1
576 3113 1
576 1619 -1
576 2225 -1
576 3259 -1
576 2805 -1
577 2008 1
577 2624 1
577 6324 1
577 3317 -1
578 5785 1
578 1187 1
578 2057 1
579 3181 -1
579 5288 1
579 6808 1
579 4445 1
579 2688 -1
579 3392 1
580 3367 1
580 1581 -1
581 6755 1
581 3003 -1
581 3948 -1
581 6916 1
582 2683 1
582 1349 -1
582 6991 -1
582 3147 1
582 6892 1
583 5748 1
583 2241 1
583 3195 -1
583 1185 1
584 6202 -1
584 2356 -1
584 2543 1
584 6097 1
584 3164 1
584 1637 1
584 2128 1
584 5256 1
584 4459 1
586 4610 -1
586 5501 -1
586 2324 -1
586 6595 1
586 6711 1
586 6584 -1
586 5659 -1
587 728 -1
587 5993 -1
587 5276 -1
587 5118 1
587 6686 1
587 2500 1
587 2002 -1
587 1043 -1
588 6268 -1
589 5189 1
589 2316 -1
589 3385 1
589 5554 1
589 4469 1
589 5756 1
590 2593 1
590 5091 -1
590 1429 -1
590 3288 -1
591 690 1
591 6111 1
591 2285 1
591 4040 -1
592 6644 -1
592 5082 -1
592 4546 1
593 3911 1
593 5733 1
593 5452 1
593 3893 -1
593 5431 -1
593 4694 1
593 1970 -1
594 4330 -1
594 6487 -1
594 2006 -1
594 3293 1
594 2833 1
594 3508 1
594 4951 -1
594 2305 -1
595 3204 -1
595 1359 1
595 6641 1
595 6355 -1
595 6831 1
595 5684 -1
595 4285 1
596 4439 1
596 6034 1
596 4635 -1
596 2160 1
596 2802 1
596 3076 1
596 3161 1
597 6093 1
597 2880 -1
597 6393 1
597 762 1
597 1040 1
598 2573 -1
598 947 1
598 1296 -1
598 5932 -1
598 5774 -1
599 5480 1
599 2253 -1
599 3315 -1
599 4162 1
599 6140 -1
599 5061 1
600 6919 -1
600 6344 1
600 2016 1
600 4144 -1
600 778 -1
601 1221 -1
601 6552 1
601 2252 1
601 5097 -1
602 5191 -1
602 5911 -1
603 6834 -1
603 5941 1
603 2507 -1
604 2585 1
604 899 -1
604 1515 1
604 1796 -1
604 6262 -1
605 5145 -1
605 968 1
605 3434 -1
605 1344 -1
605 2230 -1
605 5669 -1
606 4525 1
606 6547 1
606 1959 -1
606 2518 -1
606 2054 -1
607 3899 1
607 3348 1
607 4620 -1
607 5382 1
607 1977 1
607 3438 1
607 5642 -1
608 6617 -1
608 3582 1
608 4540 1
608 1482 1
608 4428 -1
608 5406 -1
609 1244 -1
609 5420 -1
609 4070 1
609 6879 1
610 5770 -1
610 4691 -1
610 6033 1
610 5322 -1
610 2397 1
610 5327 -1
610 3263 1
611 2025 1
611 3455 -1
611 2293 1
612 6665 -1
612 2190 1
612 4631 -1
612 6104 1
612 5905 1
612 2283 -1
612 2421 -1
613 2526 -1
613 2140 -1
613 5501 1
613 3171 -1
613 5515 -1
614 2009 1
614 5626 1
614 1946 -1
614 4064 -1
614 4897 -1
614 3638 1
615 6632 1
615 3924 -1
615 6017 1
615 6490 1
615 3789 -1
615 3827 -1
615 3009 1
615 3971 -1
615 5829 -1
616 6644 1
616 2528 -1
616 4520 1
616 4464 -1
616 1443 -1
616 6067 -1
616 2532 1
617 4410 1
617 3600 -1
618 1062 -1
618 5543 1
618 2699 1
618 3836 -1
618 6889 -1
618 2678 1
618 3325 -1
618 5967 -1
619 3293 1
619 911 1
619 3130 -1
619 1433 1
619 6119 -1
620 2167 -1
620 3149 -1
620 3453 1
620 4577 1
620 2610 -1
620 4596 -1
621 2618 1
621 5998 1
621 1380 -1
621 1808 1
621 3210 -1
622 1374 1
623 6481 -1
623 2536 -1
623 2520 1
624 4627 -1
624 2046 1
625 1437 -1
625 3685 1
625 2319 -1
625 4054 1
625 6004 -1
626 4514 1
626 2456 -1
626 1959 1
626 1751 1
627 2381 1
627 4078 -1
627 5534 -1
627 4460 1
628 6573 -1
628 720 1
628 5828 -1
628 5856 1
628 1359 -1
629 3848 1
629 3891 -1
629 1396 -1
629 5116 1
629 5291 1
630 3111 1
630 3852 -1
630 3088 -1
630 6840 1
630 3838 1
631 1747 -1
631 4098 1
631 5114 1
631 5761 -1
632 2133 1
632 1055 -1
632 2664 1
632 6958 -1
632 3243 1
632 1521 1
632 2110 1
633 3409 -1
633 4200 -1
633 3573 -1
634 6220 -1
634 4193 -1
634 4636 -1
634 1765 1
635 6954 -1
635 1909 -1
635 1089 -1
635 4849 -1
636 4621 1
636 3835 -1
636 6601 -1
636 2173 1
636 1318 1
636 2857 -1
637 1811 -1
637 4041 1
637 2070 -1
637 2422 1
637 4386 -1
637 5808 -1
638 2059 1
638 2379 1
638 1314 1
638 5153 -1
638 2410 -1
639 3977 1
639 689 1
639 2378 1
640 6227 1
640 5379 -1
640 2739 -1
640 2035 1
641 4187 1
641 3855 -1
641 5474 1
642 840 1
642 3286 -1
642 5716 -1
642 3817 1
642 1864 1
642 3137 1
643 5630 1
643 6774 1
644 6701 -1
644 3104 -1
644 6646 -1
644 3643 -1
644 2936 -1
644 4888 -1
644 2705 -1
645 2299 1
645 3071 -1
645 1705 1
645 4577 1
646 5319 -1
646 6328 -1
646 5387 1
646 681 -1
646 2074 -1
646 5850 -1
647 5913 1
647 1697 -1
648 1154 1
648 3233 -1
648 1695 1
648 1361 -1
648 974 1
649 4739 -1
650 6553 -1
650 4918 1
650 4771 1
651 2105 1
651 1809 -1
651 4403 -1
651 3117 1
652 3702 1
652 3025 1
652 865 -1
652 5893 -1
652 2027 1
652 3757 1
652 1251 -1
652 3036 -1
653 6783 1
653 2432 -1
653 6472 -1
654 2205 1
654 2920 1
654 2628 1
654 4910 -1
654 5106 -1
655 1920 1
655 5677 -1
655 4580 1
655 3140 -1
655 5295 1
656 2531 1
656 1554 -1
656 4559 1
656 1570 -1
656 2683 -1
656 6137 1
656 2242 -1
657 5325 1
657 3541 -1
657 5724 1
658 6125 1
658 1707 -1
658 2531 -1
659 4671 -1
659 3051 -1
659 6534 -1
659 2746 1
659 1981 1
660 1502 1
660 2864 1
660 5737 -1
660 3992 -1
660 5487 -1
660 2101 1
661 3221 1
661 6919 1
661 6187 -1
661 2330 -1
661 1623 1
661 4093 1
663 3293 1
663 6523 1
663 3347 1
663 5852 -1
663 2059 1
664 1074 -1
664 1251 -1
664 6385 1
664 4999 -1
664 860 1
664 6847 -1
664 3210 -1
664 6175 -1
665 6003 -1
666 6667 -1
666 6746 -1
666 4527 -1
666 2858 -1
667 4927 1
667 1503 -1
667 1294 -1
667 1865 -1
667 1291 -1
668 6308 -1
668 1151 -1
669 4576 1
669 4544 1
669 2093 1
670 1968 -1
670 1231 1
670 5121 -1
670 1363 1
671 2092 1
671 5636 -1
671 5980 -1
671 1199 -1
672 6143 1
672 2461 -1
672 2223 -1
672 4354 1
672 4339 1
672 3863 1
673 6075 1
673 5243 -1
673 1162 1
673 1813 -1
673 3048 1
673 890 -1
673 5334 -1
674 5625 1
674 2868 1
674 4214 1
674 1622 -1
674 4840 -1
674 2758 1
674 5113 -1
675 6701 1
675 1964 1
675 6627 1
675 3313 1
676 3090 -1
677 868 1
677 2851 1
677 1255 -1
677 6779 -1
678 3544 -1
678 3195 1
678 5968 1
678 2834 -1
678 6141 1
679 4756 1
680 2852 -1
680 6142 1
680 3373 -1
680 3840 -1
680 1259 1
681 5185 -1
681 4158 1
681 3844 -1
681 2230 1
682 1221 -1
682 858 -1
682 1894 1
682 2500 -1
682 5519 -1
683 3026 1
683 6433 -1
683 6363 -1
683 3493 1
684 6381 -1
684 4687 1
685 733 1
685 1298 -1
685 2511 1
685 5687 1
685 6007 -1
686 1533 1
686 5620 1
687 6904 -1
687 2939 1
688 3268 -1
688 1865 1
688 4456 -1
688 1589 -1
689 4470 1
689 927 -1
689 3502 1
690 4406 1
690 5146 1
690 1888 1
690 6423 1
690 1111 -1
690 6527 -1
690 4590 1
691 2577 1
691 6751 -1
691 6355 1
691 1325 1
692 2895 1
692 4744 -1
692 4876 1
692 6253 1
692 1917 -1
692 2182 1
692 6942 1
693 2860 -1
693 712 -1
693 6076 -1
694 2157 -1
694 2965 1
694 6373 -1
694 2348 1
694 5019 1
694 1722 -1
694 5002 1
695 5399 1
695 5658 1
695 4079 -1
695 1550 -1
695 2279 -1
695 3083 -1
695 6489 -1
695 5353 1
695 5874 -1
695 3043 1
695 4030 -1
696 2703 1
696 4637 1
696 5812 -1
697 2167 1
697 3021 -1
697 3348 1
698 6490 -1
698 6330 1
698 6739 1
698 5181 1
699 4114 -1
699 3649 -1
699 1218 -1
699 4559 -1
699 6954 -1
699 1611 1
700 6311 -1
700 1766 -1
700 6259 1
700 6231 -1
700 848 -1
700 4012 1
701 3396 -1
702 1300 -1
702 3894 1
702 1669 -1
702 3790 -1
702 1269 -1
702 1455 -1
702 3334 1
703 3993 -1
703 2570 1
703 4900 1
703 6819 -1
703 3819 -1
703 3828 -1
703 6597 -1
705 3475 1
705 6734 -1
706 4528 -1
706 2977 1
706 6143 1
707 4855 -1
707 5100 1
707 1762 -1
707 5449 1
708 3962 1
708 2510 1
708 5014 1
708 6036 1
708 1065 1
708 1975 1
708 5866 -1
709 4653 -1
709 1787 1
709 1254 1
710 4424 -1
710 4967 1
710 3038 -1
710 6442 -1
710 1042 -1
711 1139 1
711 2541 1
711 2308 -1
711 5436 -1
711 5624 -1
711 2734 -1
711 3412 1
712 3140 -1
712 1940 -1
712 3921 -1
712 4952 1
712 4836 1
713 5460 1
713 5348 1
713 1166 -1
713 4452 -1
714 3783 -1
714 800 1
714 4352 -1
714 2736 -1
715 2504 1
715 5599 1
715 3107 1
716 6574 1
716 1290 1
716 3806 1
716 1728 1
716 6807 1
716 6217 -1
716 5361 -1
716 4716 1
717 5450 -1
717 5287 -1
717 2811 1
717 3686 1
717 2406 1
717 4888 -1
718 4536 1
718 5879 -1
718 1699 1
718 1182 -1
718 1560 1
718 1656 1
719 4801 -1
719 2897 1
719 5355 1
719 2738 1
719 6499 -1
720 1903 1
720 4613 -1
720 5229 -1
720 3565 1
720 3343 -1
721 1440 -1
721 3055 1
722 6555 1
722 4962 -1
722 2780 1
722 807 -1
722 2513 -1
723 2261 1
723 3458 -1
723 4730 -1
723 1109 1
723 2754 1
724 3031 1
724 2716 -1
724 5920 1
725 4041 1
725 3129 -1
725 939 1
725 2023 -1
726 2044 1
726 4581 -1
726 4407 1
726 5775 1
727 3786 -1
727 3006 -1
728 4176 1
728 5394 1
728 5729 1
728 4931 1
729 3546 1
729 1992 1
729 1025 1
730 3931 1
730 1638 -1
730 962 1
730 5702 1
731 4210 -1
731 1901 1
731 1607 -1
731 1758 -1
731 3284 -1
731 5917 1
731 1015 -1
732 1256 -1
732 1137 -1
732 4713 1
732 4131 -1
732 6467 1
733 808 1
733 840 -1
733 6185 -1
733 1255 -1
733 5524 -1
733 1482 -1
733 6927 1
734 5046 1
734 4710 -1
734 3103 -1
734 2575 1
735 3495 -1
735 3825 1
735 5916 -1
736 6922 1
736 3529 -1
736 6280 1
736 2122 -1
736 6851 1
737 5794 1
737 6799 -1
737 1043 -1
737 2098 1
737 5051 -1
737 1524 1
738 3569 1
738 3121 -1
738 3125 -1
738 1010 1
739 5450 -1
739 6927 1
739 4980 -1
739 2223 1
740 6631 -1
740 2277 1
740 3260 -1
740 4063 -1
740 2407 -1
740 6810 -1
741 1780 -1
741 4291 1
742 1687 1
743 4508 -1
743 6127 -1
743 6240 -1
743 804 1
743 3350 -1
743 5429 -1
745 2956 -1
745 5338 1
745 5223 1
746 1338 -1
746 4711 -1
746 3224 1
746 4931 1
746 3425 -1
747 1969 -1
747 1962 1
747 6464 -1
747 1405 1
747 2580 1
747 6541 1
747 4793 1
748 5883 1
748 2873 1
748 6512 -1
748 5079 1
749 3283 -1
749 2806 1
749 6976 -1
750 1106 -1
750 6996 1
750 3400 -1
750 1805 -1
750 2906 1
751 2892 1
751 3009 -1
751 5662 1
751 1945 1
752 4887 1
752 2266 1
752 5521 -1
752 6041 -1
752 2857 1
752 1175 -1
752 3132 -1
752 1846 1
752 1223 -1
752 800 1
752 1356 1
753 4452 -1
753 6255 1
753 6877 -1
753 3823 1
753 1324 -1
753 1477 -1
754 6512 -1
754 1868 1
754 5229 -1
754 3754 1
754 2238 -1
754 1268 -1
755 2787 1
755 1199 -1
755 6769 -1
755 2506 -1
756 2838 -1
756 3180 -1
756 6006 -1
756 804 1
756 4446 1
756 1160 1
756 5881 1
757 6504 -1
757 1166 -1
757 4572 1
758 5718 -1
758 3322 1
758 6434 -1
759 2848 1
759 5047 1
759 2699 1
760 4266 -1
760 1226 1
760 856 1
760 1328 -1
760 5290 1
761 4849 -1
761 3674 -1
761 2818 -1
761 1355 1
761 4327 -1
762 3603 1
762 6953 1
762 827 1
763 5823 1
763 3536 1
763 3934 1
764 5775 1
765 4877 1
765 2981 -1
766 3792 1
766 4863 -1
766 5860 -1
766 6966 1
767 2099 1
767 2822 -1
767 5303 -1
767 4003 1
767 6192 -1
767 4008 -1
768 2675 -1
768 6537 -1
768 6603 1
768 2492 -1
768 3687 -1
769 6964 -1
769 6422 -1
769 2407 -1
769 1917 -1
769 4133 1
769 6186 1
769 2639 -1
770 1857 1
771 2684 -1
771 5783 -1
771 926 -1
772 1007 1
772 6369 -1
772 4784 1
772 2000 1
773 5015 -1
773 1411 -1
773 1375 -1
773 5643 -1
774 1513 -1
774 6178 1
774 4111 1
774 5901 1
774 3153 1
775 947 -1
775 6733 1
775 1239 1
775 6912 -1
776 1961 -1
776 6227 -1
776 6765 1
776 3601 1
776 4908 -1
777 4869 1
777 1077 1
777 4517 -1
778 1694 1
778 5980 1
778 2239 1
778 1103 1
779 4091 -1
779 4577 1
779 5800 -1
779 3468 -1
779 3018 1
780 5801 -1
780 6855 -1
780 6457 -1
780 4248 -1
780 1805 -1
781 4776 1
781 3577 -1
781 4748 -1
781 3644 1
782 6731 1
782 3288 -1
782 991 1
782 5178 -1
782 6573 -1
782 5427 1
783 3654 -1
783 5963 -1
783 4624 -1
783 6584 1
783 2099 1
783 3664 1
783 6702 -1
784 4773 1
785 2109 -1
786 1969 -1
786 3979 -1
786 2298 1
786 4349 -1
786 5990 -1
786 953 1
787 3036 -1
787 1380 1
787 1883 1
788 2408 -1
788 4206 1
788 5093 1
788 2290 1
788 2729 1
789 1770 1
789 3965 -1
789 4088 1
789 1956 1
790 3445 -1
790 1908 -1
790 3232 1
790 4421 1
790 4602 1
791 6411 -1
791 4712 -1
792 4666 -1
792 3063 -1
792 3972 1
792 2026 -1
793 5222 -1
793 5153 -1
794 1861 1
794 4766 1
794 2184 1
794 6238 1
794 4962 -1
795 1772 -1
795 1570 1
795 1822 1
795 3782 -1
796 4001 -1
797 1268 -1
797 3677 -1
797 4028 1
797 6715 -1
798 5998 1
798 2029 -1
798 3619 1
798 962 1
798 6363 1
798 2133 -1
799 6615 -1
800 2416 -1
800 3377 -1
800 3835 1
801 3695 1
801 3668 1
801 2100 1
801 2463 1
801 4504 -1
802 910 1
802 3315 1
802 1511 1
802 6558 1
803 6440 -1
803 2856 -1
803 6602 1
803 6863 -1
804 1565 1
805 3833 -1
805 4004 -1
805 2661 1
806 3064 -1
806 6356 1
806 4281 -1
806 2149 -1
807 2418 1
807 3584 1
807 2806 -1
807 6626 -1
808 6849 1
808 2136 -1
808 5982 -1
808 2647 1
809 1168 1
809 6464 1
809 2920 -1
809 1613 -1
809 2530 -1
810 6604 1
811 2483 -1
811 5383 1
811 3582 -1
811 6753 1
812 3518 -1
812 6400 -1
812 4613 1
812 3284 1
812 1209 -1
812 3744 1
812 2698 -1
812 2407 -1
813 1833 -1
813 3701 -1
813 2313 1
814 5253 -1
814 5520 1
815 6179 1
815 5398 1
815 1471 1
816 5793 1
816 4276 1
816 3028 1
816 4620 -1
816 3636 -1
816 4637 1
816 2688 1
816 2397 -1
816 6762 -1
817 5875 1
817 6269 1
817 1636 -1
817 5515 1
817 3167 1
817 5349 1
817 5696 -1
817 3540 1
817 1764 1
818 6030 1
818 4344 -1
818 2294 -1
818 3281 1
818 936 1
818 2621 1
818 3298 -1
818 4470 1
818 6222 -1
819 3637 1
819 4150 1
819 6180 1
819 4313 -1
819 2944 1
819 4053 -1
819 6727 1
819 3850 1
820 4584 1
820 1133 1
820 6685 -1
820 3243 1
820 5134 -1
820 4910 -1
820 6027 1
821 6886 -1
821 6539 -1
821 3367 -1
821 6451 -1
